spam,text,message_length,word_count
0,"La raison pour laquelle je ne suis là qu'au moment où il est temps de fumer, c'est qu'à cause de l'essence, je ne peux me permettre d'être là que quand quelqu'un me dit d'être et que cela arrive apparemment seulement quand quelqu'un veut s'allumer.",248,44
0,"Bonjour, mon petit jouet! J'ai fait la maison et ma pensée constante est de vous, mon amour. J'espère que vous avez une belle visite, mais je ne peux pas attendre que vous rentrez à la maison à moi...*kiss*",206,38
0,Félicitations kano..whr pour le maga de gâterie?,48,7
0,De qui tu parles?,17,4
0,Ouais...,8,1
0,"U se réveille déjà? Wat u faire? U nous ramasse plus tard rite? Je prends sq825, atteignant le 7ème cm 8 comme dat. U peut vérifier l'heure d'arrivée. C ya bientôt...",166,31
0,Yunny je marche dans citylink maintenant ü plus vite descendre... Moi très faim...,82,13
0,C'est sûr.,10,2
0,"Hiya, avez-vous payé de l'argent sur mon compte? Si oui, merci. J'ai eu une agréable surprise quand j'ai vérifié mon solde -u c, je ne reçois pas les relevés 4",159,30
1,U ont gagné un nokia 6230 plus un appareil photo numérique gratuit. C'est ce que vous obtenez lorsque vous gagnez notre vente aux enchères GRATUITE. Pour participer envoyez NOKIA à 83383 maintenant.,198,32
0,Ok mal vous envoyer avec &lt;DECIMAL&gt; ok.,44,7
0,Ça devrait être magnifique à cette époque de l'année.,53,9
0,Oui.Je suis dans le bureau da:),31,6
0,Je ne demande qu'un film d'abt e.,33,7
0,Je me demandais pourquoi je n'ai pas eu de nouvelles de vous cette année. Tout le meilleur de votre mcat. J'ai eu ce numéro de mes amis atlanta.,144,28
0,Dunno lei... je pourrais manger avec mes frens... Si ü wan manger alors j'attends 4 ü lar,89,17
1,Entrée GRATUITE dans notre comp hebdomadaire £250 juste envoyer le mot WIN à 80086 MAINTENANT. 18 T&C www.txttowin.co.uk,120,18
0,Comment 2 envoyer des fichiers entre 2 ordinateurs?,51,8
0,"J'ai adoré te réveiller ce matin! Tu me manques aussi, mon Amour. J'espère que ta journée va bien et que tu es heureuse. J'attends que nous soyons à nouveau ensemble.",166,30
0,Jay dit qu'il va mettre &lt;#&gt;,33,6
0,Il y a quelqu'un que je veux que tu voies.,42,10
0,Donc le soleil est anti-somnifère.,34,5
0,Qu'est-ce qui se passe avec vous? Avez-vous obtenu un emploi et avez-vous commencé à vous inscrire à la résidence permanente?,125,20
0,"Oui, c'est bon.",15,3
0,"Heureux que ça se soit bien passé :) venez à 11h, puis nous aurons beaucoup de temps avant que Claire aille au travail.",119,23
0,Ok profiter. R u là-bas à la maison.,36,8
0,"Pouvez-vous pls pls m'envoyer un mail sur tout ce que vous savez sur les parents qui viennent livrer ici? Tout ce que vous savez sur les coûts, les risques, les avantages et tout autre chose. Merci.",198,36
0,Tu fais ce que tu veux.,23,6
0,C'est toi qu'on peut combiner n c comment lor...,48,9
0,Le montant mensuel n'est pas si terrible et vous ne paierez rien avant 6mois après la fin de l'école.,101,19
0,Hmmm:)Combien de joueurs sélectionnés?,38,4
0,"Ils ont dit que si elle allait neiger, elle commencerait vers 20 ou 21 h. Ils prédisent un pouce d'accumulation.",112,20
0,Pouvez-vous me l'envoyer?,25,3
0,Aiyo s'il te plaît ü a le temps meh.,36,9
0,Paquetez bien tous vos programmes,33,5
0,"Elle est notre sœur.. Elle appartient à 2 notre famille.. Elle est l'espoir de demain.. Priez 4 elle, qui a été gros 4 d incident de train Shoranur. Maintenons nos mains ensemble &amp; alimenté par l'amour &amp; s'inquiète avant 2 son chagrin &amp; douleur. Pls se joignent à la chaîne &amp; passez-le. STOP VIOLENCE CONTRE LES FEMMES.",335,57
0,"Alors, vous me demandez de récupérer ces chaussons ou d'y aller l'an dernier.",77,13
0,L'entreprise est très bonne. l'environnement est formidable et la nourriture est vraiment agréable:),100,13
1,"Text82228>> Obtenez d'autres sonneries, logos et jeux à partir de www.txt82228.com. Questions: info@txt82228.co.uk",114,13
0,"Honnêtement, je viens de faire une belle tasse de thé et j'ai tout de suite laissé tomber mes clés dedans, puis j'ai brûlé mes doigts pour les sortir!",150,28
0,Je suis en mode paresseux aujourd'hui.,38,6
0,S'il vous plaît sen :)mon gentil conseil :-) s'il vous plaît venez ici et essayez :-),85,16
0,C'est fini.,11,2
0,"Très bien, je reviens ce soir.",30,6
0,Ü donnez-moi un peu de temps pour marcher là-bas.,49,9
0,J'arriverai dans 20 minutes.,28,4
1,"FreeMSG Vous avez reçu un mini DIGITAL CAMERA GRATUIT, il suffit de répondre SNAP pour récupérer votre prix! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",168,25
0,Qu'est-ce qui t'est arrivé?,27,4
1,Ce message vous est apporté par GMW Ltd. et n'est pas connecté au,65,13
0,"Certains amis veulent que je les conduise quelque part, probablement prendre un peu de temps",92,15
0,Je suis aussi trop rapide... Xy suggère qu'on ne soit pas moi. U dun wan c'est ok.,82,17
0,Tu as toujours la marchandise.,30,5
0,Et peut-être quelques presses,29,4
0,"Oui, donc je partirai peut-être 7h?",35,6
0,"Je lui ai dit que j'avais un Dr Appt la semaine prochaine, elle pense que je vais mourir, je lui ai dit que c'était juste un chèque, rien à craindre, mais elle n'a pas écouté.",175,35
0,Tu es dans ta chambre?,22,5
0,Je ne veux rien entendre.,25,5
0,"Pour moi, il n'y a pas de permission vendredi.",46,9
0,"En fin de compte, le motif de tor tui atteint le korli.",55,12
0,De 5 à 2 seulement mon horaire de travail.,42,9
0,"... et ne t'inquiète pas, nous aurons fini en mars... Ish!",58,11
0,"La maison est sur l'eau avec un quai, un bateau roulé avec un télédiffuseur qui bave dans la flûte de jazz au volant",116,23
1,"Félicitations 2 mobile 3G Videophones R le vôtre. appelez au 09063458130 maintenant! vidéochat wid ur mates, jouer à des jeux de java, Dload polypH musique, noline locationl. bx420. ip4. 5we. 150p",196,31
1,Votre prochaine vidéo incroyable xxx PICSFREE1 sera envoyée à vous en profiter! Si une vidéo n'est pas suffisante pour 2 jours de texte en arrière le mot clé PICSFREE1 pour obtenir la prochaine vidéo.,200,34
0,Ça va gâcher ta thèse!,22,5
0,Dans sch mais neva mental u manger 1er lor..,44,9
0,Tu dors toute la matinée?,25,5
0,Je croyais que le contrat s'était terminé le 4 octobre.,55,10
0,Je ne sais pas jusqu'à quand... allons apprendre les pilates...,63,10
1,U sont abonnés au meilleur service de contenu mobile au Royaume-Uni pour £3 par dix jours jusqu'à ce que vous envoyez STOP à 83435. Helpline 08706091795.,153,26
0,"Oui, j'élabore sur les aspects de sécurité et d'autres questions.",65,10
1,"3 TEXTES DE TAROT GRATUITS! Découvrez votre vie d'amour maintenant! Essayez 3 GRATUITEMENT! Texte CHANCE à 85555 16 seulement! Après 3 Gratuit, Msgs 1,50 € chacun",162,26
0,"Bonjour, aujourd'hui je suis en retard pour 1h.",47,8
0,"Bonjour, joyeux anniversaire.",29,3
0,Je serai à l'extérieur du bureau prendre tout de là,51,10
0,Si tu ne réponds pas imma en supposant que tu dors toujours et que tu commences à appeler n merde,97,20
0,A tout à l'heure.,17,4
0,Mon supérieur disant que vendredi est congé pour tous les autres départements à l'exception du nôtre:)donc il sera congé pour vous:)toute façon appeler waheed fathima hr et le conformer:),187,29
1,Rejoignez le service Dogging le plus excité du Royaume-Uni et u peut avoir sexe 2nite!. Il suffit de s'inscrire et de suivre les instructions. Txt ENTRÉE à 69888 maintenant! Nyt.EC2A.3LP.msg@150p,195,30
0,Lol je dois le prendre. membre comment j'ai dit que mon flux tante n'a pas visité pendant 6 mois? C'est parce que j'ai développé des kystes ovariens. Bc est la seule façon de les réduire.,187,35
0,On travaille toujours :) c'est une très petite maison.,54,9
0,"Mon ami vient d'arriver et dit qu'il est en train de monter sa commande de quelques grammes (il a $ &lt;#&gt; ), quand pouvez-vous venir ici?",141,26
0,Tmr timin toujours da meme wat parce que j'ai eu la leçon jusqu'à 6...,70,14
0,"C'est le truc avec les singes, tu peux te battre jusqu'à la mort pour garder quelque chose, mais à la minute où ils l'ont quand tu lâches, c'est ça!",148,29
0,"Non, je ne vais pas être en mesure de....................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................",537,9
0,"J'ai du fujitsu, du ibm, du hp, du toshiba... j'ai beaucoup de mannequins pour dire...",86,15
0,Okie... Thanx...,16,2
0,"Bon sang, quelle douleur, je ferais mieux d'y aller.",52,9
0,"Comme d'habitude..iam bien, heureux &amp; bien faire..:)",56,7
0,Alors quand tu auras accès à Rimac,34,7
0,Je suis à Asterant en train de manger du calmar! Je serai dehors vers 10h30 pour faire quelque chose ou est-ce que c'est en retard?,131,25
0,Tu appelles les heures de travail aujourd'hui ok umma et leur demande d'accélérer,81,13
0,HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U TOUT TONITE QUE J'ai BESOIN D'UN BREAK DE DABOOKS. DID 4 HRS LAST NITE+2 AUJOURD'HUI DE WRK!,146,28
0,R & SAM P dans chacun d'eux.,28,7
0,":-) Oui! Lol. Heureusement, je n'avais pas un rôle étoilé comme toi!",68,12
0,"Bonjour madame, comment allez-vous?",35,4
0,"Génial, envoie-moi un texto quand tu seras réapprovisionné.",59,8
1,Knock Knock Txt dont il ya 80082 pour entrer r tirage hebdomadaire 4 un chèque-cadeau £250 4 un magasin de choix d'année. T&Cs www.tkls.com âge16 à stoptxtstop £1.50/semaine,173,28
0,Oui. C'est un plaisir innocent. O:-),36,6
0,Merci d'avoir envoyé cette question de capacité mentale..,57,8
0,"J'espérais vraiment que je n'aurais pas à vous déranger. J'ai des factures que je ne peux pas régler ce mois-ci. Je suis hors de tout l'argent supplémentaire. Je sais que c'est un moment difficile pour vous aussi, mais je dois vous le dire.",240,43
0,2marrow seulement. Wed à &lt;#&gt; à 2 aha.,43,8
0,"Je suis allé au labo ur hon, mais personne n'est là.",52,11
0,Hey ple...700 $ ou 900 $ pour 5 nuits...Excellent emplacement avec panier petit déjeuner!!!,91,14
1,<Forwarded from 21870000>Hi - c'est votre alerte Messagerie Messagerie SMS. Vous avez 40 matches. S'il vous plaît rappeler le 09056242159 pour récupérer vos messages et matches cc100p/min,187,27
0,Pourquoi?,9,1
0,Lol! Nah n'était pas trop mal merci. Son bon à b maison mais son a été un vrai contrôle de la réalité. Comment s'est passé la journée ur? Avez-vous fait quelque chose avec le site Web?,184,36
0,"Ok, lor...",10,2
0,Je rentre dîner à la maison.,28,6
0,S da.al r au-dessus de &lt;#&gt;,32,6
1,"GRATUITEMENT RING TONE text juste ""POLYS"" à 87131. Puis chaque semaine obtenir un nouveau ton. 0870737910216ans seulement £1.50/wk.",131,18
0,Unni merci cher pour la recharge..Rakhesh,41,6
0,"Je sais que je manque à la plupart des détails de ce dramastorm, mais pour la plupart, je ne m'inquiète pas pour ça.",116,23
0,Haha... ils ne peuvent pas quoi... au plus tmr confisquer... haha alors comment?,80,13
0,"J'ai entendu dire que tu t'es traité comme un digi cam, est-ce que c'est bien? On s'en va à 21h. Bonne année, c u à coupla wks!",127,27
0,Pas moyen que j'y retourne!,27,5
1,"URGENT! Votre mobile No 077xxx WON un £2,000 Bonus Caller Prize le 02/06/03! C'est la 2ème tentative pour vous joindre! Appelez 0906636206 au plus vite! BOX97N7QP, 150ppm",170,27
0,Je vais vous faire plaisir.,27,5
0,"C'est ce que j'aime entendre : V te voir dimanche, alors",56,11
0,"Désolé da quegam, je suis très désolé d'être retenu par le prasad.",66,12
0,Tiwary à rcb.bataille entre bang et kochi.,42,7
0,"Dieu merci, ils sont au lit!",28,6
0,"Non, je n'ai pas de cancer.",27,6
0,Am à l'université d'arts gobi,29,5
0,Pourquoi elle veut me parler?,29,5
0,Pandy a rejoint les technologies 4w aujourd'hui.,48,7
1,"Vous êtes garanti le dernier Nokia Phone, un lecteur MP3 iPod 40 Go ou un prix £500! Txt mot: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",147,26
0,"Ils peuvent essayer! Ils peuvent se perdre, en fait.",52,9
0,Mes amis appellent la même chose.,33,6
0,"Em, son olowoyey@ usc.edu passer un bon moment en Argentine. Pas triste pour la secrétaire, tout est une bénédiction",116,19
0,C'est un massage au taxon.,26,5
0,"Bonjour, puis-je s'il vous plaît obtenir un prêt de &lt;#&gt; dollar de vous. Je vous rembourserai à la mi-février. Pls.",120,20
0,"Vous pourriez vouloir sortir plus juste au cas où et juste prévoir de ne pas le dépenser si vous le pouvez, je n'ai pas beaucoup de confiance dans la gestion de l'argent de Derek et de Taylor",191,37
0,Tu aimes secouer ton cul sur la piste de danse?,47,10
0,"Envoie-moi un message quand tu descends, ne m'appelle pas, mes téléphones ont des problèmes.",92,14
0,Plus besoin de la drogue.,25,5
0,Désolé da:)i a été pensé de vous appeler beaucoup de fois:)il occupé.i vous appellera à midi..,94,16
0,Son sarcasme..nt scarcasim,26,3
0,"Super, je dois courir si vite!",30,6
0,Vous avez envie d'essayer à nouveau le kadeem? :V,49,9
0,Dai &lt;#&gt; naal eruku.,25,4
0,Pas encore chikku..wat abt u?,29,5
0,Tu veux enfin déjeuner aujourd'hui?,35,5
0,Tu sais quand papa reviendra?,29,5
1,"Bonjour chéri comment allez-vous aujourd'hui? J'aimerais avoir une conversation, pourquoi ne me dites-vous pas à quoi vous ressemblez et ce que vous êtes dans sexy?",164,25
1,8007 GRATUIT pour la 1ère semaine! No1 Nokia tone 4 ur maf chaque semaine juste txt NOKIA à 8007 Obtenez txting et dites à vos amis www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+,186,34
0,Il reste un frère parmi les frères.,35,7
0,R u meeting da ge à Nite tmr?,29,8
0,"* C'était une belle journée et, impressionnantment, j'étais raisonnable, je suis rentré tôt et maintenant je me sens bien. Ou je suis juste ennuyeux?! Quand est-ce que je ne me souviens pas.",190,32
0,Pourquoi de. Vous n'avez l'air bien que:-)..,44,7
1,Vous voulez de vrais emplacements de dogging envoyés directement à ur mobile? Rejoignez le plus grand réseau de dogging du Royaume-Uni. Txt PARK à 69696 maintenant! Nyt. ec2a. 3lp £1.50/msg,189,30
1,nous avons essayé de vous contacter re votre réponse à notre offre d'un nouveau fone nokia et caméscope réponse ou appelez 08000930705 pour la livraison,152,25
0,Oui. Ils ont répondu à mon courrier. Je vais au bureau de direction plus tard. Plus sera à la banque plus tard aussi. ou le mercredi.,133,26
0,"C'est cool, je passerai comme &lt;#&gt; ish",43,7
0,Super msg da:)nalla timing.,27,4
0,"Bon après-midi, mon petit garçon... Comment te sens-tu aujourd'hui? J'espère mieux? Tu es mon bon garçon? Tu es mon esclave obéissant? Tu fais plaisir à ta reine?",162,27
0,Je suis 6 pieds. Nous serons une bonne combinaison!,51,9
0,Je suis malade!! Je suis dans le besoin!! Je te veux!! *pouts* *pouts pieds* Où es-tu?! *pouts* *pouts pieds* Je veux mon esclave!! Je le veux maintenant!!,155,27
0,* Suis dans un train de retour de Northampton donc je n'ai pas peur!,68,14
0,Où en abj vous servez. Vous restez avec papa ou seul.,53,11
0,Était jeu 9 portes jeu et course de gt sur téléphone lol,56,12
1,"Nouveaux tons Cette semaine comprennent: 1) McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. Pour commander suivre les instructions sur le message suivant",166,23
0,Je suis dans le bus pour rentrer chez moi...,44,9
0,J'ai reçu un appel d'un numéro de ligne fixe... On me demande de venir à Anna Nagar... Je partirai dans l'après-midi,116,21
0,"Je suis d'accord pour poursuivre le rêve, qu'est-ce qui va bien, que fais-tu ensuite?",85,14
0,J'ai réservé des machines à sous pour 4 week-ends.,50,9
1,URGENT! Nous essayons de contacter U. Todays draw montre que vous avez gagné un prix de £800 GUARANTIEED. Appelez 09050003091 de la ligne terrestre. Réclamation C52. Valable 12hrs seulement,189,29
0,Il y a beaucoup de modèles..sony ericson aussi der.. &lt;#&gt;..it luks bon bt j'ai oublié modl no,98,17
0,"Oui, je connais les chansons cheesy du givre le bonhomme de neige :)",68,13
0,"Ya ok, vikky vl c witin &lt;#&gt; mins et il répond u..",55,12
1,fans de sport - obtenez les dernières nouvelles sportives str* 2 ur mobile 1 wk GRATUIT PLUS un TONE Txt SPORT ON à 8007 www.getzed.co.uk 0870141701216+ norme 4txt/120p,168,28
0,"Hé, on se voit au bugis 930?",28,7
1,"Urgent! Nous avons 800 vols GRATUITS vers l'Europe pour donner, appelez B4 10th Sept & prendre un ami 4 GRATUIT. Appelez maintenant pour réclamer le 09050000555. BA128NNFWFLY150ppm",180,27
0,Toutes ces jolies nouvelles chemises et la seule chose que je peux les porter est nudiste thème ;_; vous en mu?,111,21
0,Hé buns sexy! Qu'en est-il de ce jour-là? Aucun mot de toi ce matin sur YM... :-(... Je pense à toi,99,21
0,Et chaque fois qu'on voit qu'on peut toujours se voir aussi.,60,11
0,"Non, mais je rentre à la maison maintenant, puis je vais pomper le lor... comme si j'allais bientôt pleuvoir...",111,19
0,Pouvez-vous utiliser des timbres étrangers pour tout ce que vous les envoyez?,77,12
1,A PARTIR DE 88066 LOST £12 HELP,31,7
0,Oh bébé de la maison. Comment se fait-il que vous n'ayez pas de nouvelles photos sur facebook,93,17
0,"Feb &lt;#&gt; est ""I LOVE U"" jour. Envoyer dis à tous les ur ""VALUED FRNDS"" evn me. Si 3 revient u'll gt marié d personne u luv! Si u ignore dis u va perdre ur luv 4 Evr",169,38
0,"Hiya, désolé n'a pas eu de signal. Je n'ai pas vu ni entendu et n'a pas non plus, ce qui est inhabituel en soi! Je vais mettre sur l'affaire et le faire arranger!",162,33
0,"Omw retour à Tampa de la paume ouest, vous avez entendu ce qui s'est passé?",75,15
0,Yup n'est plus déjà... Thanx 4 imprimerie et la remise en place.,64,12
1,FreeMsg: Fancy a flirt? Répondre DATE now & rejoignez le service de rencontres mobiles à croissance la plus rapide au Royaume-Uni. Msgs rcvd just 25p to optout txt stop to 83021. Répondre DATE now!,197,34
0,"Ce que je veux dire, c'est qu'ils viennent te chasser quand c'est fini ou qu'il est dit que tu peux regarder autant de films que tu veux.",137,27
0,S maintenant seulement j'ai pris des comprimés. Réaction matinale seulement.,76,10
1,Great NEW Offer - DOUBLE Mins & DOUBLE Txt sur les meilleurs tarifs orange ET obtenir les derniers téléphones photo 4 GRATUIT! Appelez MobileUpd8 gratuitement sur 08000839402 MAINTENANT! ou 2stoptxt T&Cs,203,31
0,"Non, je suis un DD perpétuel.",29,6
0,Désolé d'être allé au magasin.,30,5
1,J'espère que vous avez apprécié votre nouveau contenu. text stop to 61610 to unsubscribe. help:08712400602450p Offert par tones2you.co.uk,137,18
0,Tu veux toujours aller au yogasana?,35,6
0,"Non, je ne suis pas drivin... je ne vais pas développer da photos lei...",72,14
0,Je pense descendre pour des cours pratiques.. Flung mon avance.. Haha wat time u go?,84,15
0,Cool. Je suis &lt;#&gt; pouces long. Espérons que vous les aimez grand!,71,12
0,"House-Maid est le meurtrier, parce que l'homme a été assassiné sur &lt;#&gt; le Janvier.. Comme jour férié toutes les institutions du gouvernement sont fermées, y compris le bureau de poste..com comprendre?",206,31
0,Okie.. Thanx..,14,2
0,Juz l'achète quand on y arrive.,31,6
0,Je travaille support technique :)processus de voix.,51,7
0,C'est juste passé une semaine depuis qu'on a rompu et déjà nos cerveaux vont bousculer!,87,15
0,"Tunde, comment allez-vous?",26,3
0,"Non, alors...",13,2
0,"Non, mais on va faire des missions médicales à la nigeria.",58,11
0,"Non, je n'ai pas de films dans mon ordinateur portable.",55,10
1,Urgent Veuillez appeler le 09066612661 de la ligne fixe. £5000 cash or a luxury 4* Canary Islands Holiday attend collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+,161,26
1,"Urgent! S'il vous plaît appelez 09066612661 de votre ligne fixe, votre 4* Lux Costa Del Sol vacances ou £1000 CASH attendent la collection. ppm 150 SAE T&Cs James 28, EH74RR",173,30
0,Je n'ai pas lei.. Le prochain mon peut?,39,8
0,"Aujourd'hui même, je vais avoir cette chère",43,7
0,"Comment osez-vous être stupide, je ne vous dirai rien.",54,9
0,N'est-ce pas si Ben y va?,25,6
0,Peux-tu faire une mag en rencontrant cet avo à un moment ou à un autre?,71,15
0,Je parlais du milieu à gauche ou à droite?,42,9
0,J'ai câliné sur mon canapé.,27,5
0,Salut Chachi a essayé d'appeler u maintenant incapable d'atteindre u.. Pl me donner une cal manqué une fois u c tiz msg Kanagu,126,23
0,"Je t'ai envoyé les prix et tu veux dire le &lt;#&gt; g,",55,12
0,Rien.,5,1
0,Non * je travaille sur le truc de sonner u mais ont toute la maison pleine de cris de gamins alors * je tire mes cheveux dehors! Aimant u,137,29
0,"Mais ma famille ne répond à rien. Maintenant, je ne suis pas allé à la maison pour dikali mais personne ne m'a appelé et pourquoi ne pas venir.",143,28
0,"Cochez, cochez, cochez... Babe",30,4
0,R ü va à la réunion d'aujourd'hui?,34,7
0,K da:)Combien de pages voulez-vous?,35,5
0,Tu avais un rôti à l'oignon.,28,6
0,Envoie son numéro et réponds demain matin pourquoi tu lui as dit ça comme ça ok,79,16
0,"Tu as dit pas maintenant, pas de problème, quand tu le pourras, fais-le-moi savoir.",83,14
0,"D'accord, mais dis-moi une demi-heure, j'ai besoin de 2 préparatifs.",68,10
0,"Jouer à l'ordinateur, Aiyah I tok 2 u lor?",42,9
0,C'est vrai?,11,2
0,"Ce qui est pire, un mec qui veut toujours faire la fête ou un mec qui dépose plainte sur les trois toxicomanes avec qui il vit.",127,26
0,"Quand j'aurai de la graisse, tu paieras pour mon lipo.",54,10
0,On est déjà dehors.,19,4
0,"N'oubliez pas qu'à votre retour, nous devons décider pour Easter.",65,10
0,Yo nous regardons un film sur netflix,37,7
0,Quelle heure. Je ne suis pas là jusqu'au 3e prob.,49,10
0,J'ai vu que j'avais perdu du poids.,35,7
0,ARR anniversaire aujourd'hui:) Je souhaite qu'il ait plus d'oscar.,66,9
0,"Ouvrez rebtel avec firefox. Quand il charge juste mettre plus signe dans le nom de l'utilisateur, et il vous montrera deux numéros. Le numéro inférieur est mon numéro. Une fois que vous choisissez ce numéro, la broche s'affichera ok!",233,39
0,et de les ramasser à partir de différents points,48,9
1,Femmes de la région mariées à la recherche d'action discrète maintenant! 5 vrais matches instantanément à votre téléphone. Texte MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,186,30
0,Wow v v impressionné. Amusez-vous à faire du shopping!,54,9
0,Je suis sur le chemin pour rentrer chez moi.,44,9
1,Burger King - Vous voulez jouer au footy dans un stade haut? Obtenez 2 Burger King avant le 1er sept et aller Grand ou Super avec Coca-Cola et sortir un gagnant,160,31
0,"Alors, comment ça?",18,3
0,Toujours à la place du client,29,6
1,Comment se fait-il qu'il faut si peu de temps pour qu'un enfant qui a peur du noir devienne un adolescent qui veut rester dehors toute la nuit?,143,27
0,"Mec u knw aussi telugu..thts gud..k, gud nyt..",46,8
0,On confirme qu'on mange à l'esplanade?,38,6
0,Envoyez-moi votre identifiant et votre mot de passe,51,8
0,Une partie du centre des gaz d'échappement doit être remplacée.,63,10
1,"Pour votre chance de gagner 250 £ d'argent par wk TXT: ACTION à 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.",130,19
0,"Eh bien, je pourrais ne pas venir alors...",42,8
0,"Longtemps après que j'ai démissionné, je n'arrive que 5 minutes par jour.",73,12
0,"Ensuite, son plus probablement appelé Mittelschmertz. Google it. Si vous n'avez pas paracétamol ne s'inquiète pas, il ira.",122,18
0,"Eh bien, à cette droite, je vais devoir me lever et vérifier les ventes de vapeur d'aujourd'hui, alors envoyez-moi un texto quand vous voulez que je vienne vous chercher.",170,29
0,"Je viens d'arriver, on se voit dans quelques jours &lt;3",56,10
0,"K, c'est l'incident?",20,3
0,"Ouais, j'ai l'inimitié.",23,3
0,C'est alors que j'ai obtenu la conclusion n contenu pg n références.. Je vais faire da contenu pg n couverture pg..,115,21
0,"J'ai oublié qu'il me faut 3 ans pour me doucher, désolé.",56,11
0,Ü a pu acheter nous dire alors ü pas besoin d'entrer à nouveau.,63,13
0,Quand vous êtes grand... Dieu apportera le succès.,50,8
1,U=ve Bin a remporté £50 pour jouer 4 cash instantanée. Appelez 08715203028 pour réclamer. CHAQUE 9e joueur gagne Min £50-£500. OptOut 08718727870,145,22
0,"... nous restons ici une semaine supplémentaire, de retour mariage suivant. Comment avons-nous fait dans le rugby ce week-end? Salut et et, c u bientôt """,153,26
0,Il reste encore un peu si vous voulez ce soir.,46,10
0,Vous êtes à la bibliothèque?,28,5
0,"L'affidavit dit &lt;#&gt; E Twiggs St, division g, salle d'audience &lt;#&gt;, &lt;TIME&gt; AM. Je vais vous revérifier et vous envoyer un texto demain",151,23
0,Qu'est-ce que je vais te faire maintenant? ;_ ;,47,9
0,"Si j'y arrive avant toi après tes 10 milliards d'appels et de sms, aide-moi mon dieu.",85,16
0,Je lui ai dit que je l'avais rendu.,35,8
0,"House-Maid est le meurtrier, parce que l'homme a été assassiné sur &lt;#&gt; le Janvier.. Comme jour férié toutes les institutions du gouvernement sont fermées, y compris le bureau de poste..",191,30
0,Ça dépend de l'endroit où vous allez.,37,7
0,Et souriez pour moi en ce moment et le monde va se demander ce que vous souriez et pensez que votre fou et éloignez-vous de vous... *grins*,139,27
1,FreeMsg>FAV XMAS TONES!Répondre RÉEL,36,4
0,Fièvre légère:) maintenant très bien:),38,5
0,Je pense que tout est encore dans ma voiture.,45,9
0,Tu ne peux pas?,15,4
0,Je veux t'attraper avec mes grandes mains fortes...,51,8
0,Oh oui j'ai oublié. U ne peut faire que deux courses à la fois.,63,14
0,Tu m'as demandé de ne pas appeler la radio.,43,9
0,"Penser à quelqu'un, c'est bien, pas de drogue pour ça.",54,10
0,"Profitez des averses de possessif versé sur u par les êtres chers, bcoz dans ce monde de mensonges, c'est un cadeau d'or à aimer vraiment..",139,25
0,"D'accord, si tu es sûr, préviens-moi quand tu partiras.",55,9
0,Certains durent jusqu'à 2 heures. Vous pourriez avoir de la chance.,67,11
0,Comment ton frère envoie son numéro à mon skype.,48,9
1,"Gr8 Poly tonalités 4 TOUTES les maghes directement 2 u rply avec POLY TITLE à 8007 eg POLY BREATHE1 Titres: CRAZYIN, SLEEPINGWITH, FINEST, YMCA:getzed.co.uk POBox365O4W45WQ 300p",177,26
0,Il y en a qui trouvent trop loin... Weiyi ne va pas... e repos i dunno encore... R ur goin 4 dinner den je pourrais me joindre...,129,27
0,N'oubliez pas qui vous possède et qui est la propriété privée que vous êtes... Et être mon bon garçon toujours.. * baiser passif *,130,24
1,INTERFLORA - Il n'est pas trop tard pour commander des fleurs Interflora pour Noël appelez le 0800 505060 pour passer votre commande avant minuit demain.,153,25
0,Oh mon dieu..prendre les dents?Est-ce douloureux,48,6
1,ROMCAPspam Tout le monde autour devrait bien répondre à votre présence puisque vous êtes si chaud et sortant. Vous apportez un vrai souffle de soleil.,150,25
0,Alors tu demandes à Darren d'aller n cueillir u lor... mais i oso sian tmr haf 2 meet lec...,92,19
0,Pas besoin d'acheter le déjeuner pour moi.. Je mange maggi mee..,64,11
1,"Félicitations - Merci à un bon ami U ont WON le prix £2.000 Xmas. 2 réclamation est facile, il suffit d'appeler 08712103738 MAINTENANT! Seulement 10p par minute. BT-national-tarif",179,28
0,Je vais m'assurer que je fais beaucoup de travail pendant la journée! J'ai une très mauvaise toux aujourd'hui et je suis sec n shot donc ça devrait vraiment l'aider!,165,29
1,Envoyer un logo 2 ur amant - 2 noms rejoints par un cœur. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 à 87077 Yahoo! POBox36504W45WQ TxtNO 4 pas d'annonces 150p.,173,32
0,Thanx 4 m'a renvoyé à la maison...,34,7
0,C'est le courrier normalement chaud.,36,5
1,"Vous avez gagné des tkts à l'EURO2004 CUP FINAL ou £800 CASH, pour collecter CALL 09058099801 b4190604, POBOX 7876150ppm",120,19
0,U malade peut toujours aller faire du shopping?,47,8
